id,조문문장,T5_L1,T5_L2,T5_확신도,T5_근거
P03101,"② 제1항에 따른 중앙특수교육운영위원회의 구성ㆍ운영 등에 관하여 필요한 사항은 대통령령으로, 시ㆍ도특수교육운영위원회 및 시ㆍ군ㆍ구특수교육운영위원회의 구성ㆍ운영 등에 관하여는 특별시ㆍ광역시ㆍ특별자치시ㆍ도 및 특별자치도(이하 ""시ㆍ도""라 한다)의 교육규칙으로 각각 정한다.",위임,대통령령|교육규칙,5,"문장이 중앙위원회의 사항은 대통령령으로, 시·도 및 시·군·구 위원회의 사항은 시·도의 교육규칙으로 각각 정한다고 명시하여 규율권한을 하위 규범에 넘기고 있다."
P03102,필요한 사항은 대통령령으로,판단불가,대통령령,4,문장이 '필요한 사항은 대통령령으로'로 미완성되어 있어 위임인지 인용인지 문맥상 판단 불가하나 표지어구에 '대통령령'이 있어 법형식은 대통령령으로 보임.
P03103,대통령령으로 정하는,위임,대통령령,5,문구 '대통령령으로 정하는'은 문말 종결형으로 하위규범(대통령령)에 규율권한을 넘기며 특정 법형식을 대통령령으로 명시하고 있다.
P03104,대통령령으로 정한다,위임,대통령령,5,단문 '대통령령으로 정한다'는 규율권한을 하위법인 대통령령에 넘기는 전형적 위임 표현이다.
P03105,대통령령으로 정한다,위임,대통령령,5,문장이 종결형으로 '대통령령으로 정한다'라고 규율권한을 하위규범(대통령령)에 넘기므로 위임에 해당한다.
P03106,필요한 사항은 대통령령으로 정한다,위임,대통령령,5,문장이 종결형 '필요한 사항은 대통령령으로 정한다'로 규율권한을 하위규범(대통령령)에게 넘기고 있다.
P03107,대통령령으로 정하는 장애,위임,대통령령,5,문장이 '대통령령으로 정하는 장애'로 규율 사항의 구체적 범위를 대통령령에 위임하는 표현이므로 위임으로 판정함. 표지어구도 대통령령임.
P03108,대통령령으로 정하는,판단불가,대통령령,3,문장이 미완성된 구(‘대통령령으로 정하는’)로 전체 문맥이 없어 위임인지 인용인지 단정 불가하나 표지어구가 '대통령령'으로 명시되어 형식은 대통령령으로 판단됨.
P03109,사항은 대통령령으로,위임,대통령령,5,문장이 '사항은 대통령령으로'로 끝나며 규율할 사항을 대통령령에 맡기는 전형적 위임 표지어구이다.
P03110,대통령령으로 정한다,위임,대통령령,5,종결형 '대통령령으로 정한다'로 규율권한을 하위규범(대통령령)에게 넘기고 있어 전형적 위임이다.
P03111,대통령령으로 정하는 바에,위임,대통령령,3,'대통령령으로 정하는 바에'는 규율권한을 대통령령에 넘겨 요건·범위를 정하도록 하는 부분위임 표현이므로 위임으로 판단함. 다만 문장이 불완전한 서술형이라 확실도는 중간으로 표시함.
P03112,대통령령으로 정하는 일정한,판단불가,대통령령,3,문장이 불완전하여 '대통령령으로 정하는 일정한' 뒤 내용이 없어 위임인지 인용인지 단정할 수 없다. 다만 표지어구가 '대통령령'이므로 법형식은 대통령령으로 표시함.
P03113,대통령령으로 정하는,판단불가,대통령령,4,"문장이 불완전하게 잘려 있어 단독으로는 규율권한을 넘기는 완결적 위임인지, 또는 다른 구문(예: '~으로 정하는 바에 따라')의 일부인지 판단할 수 없음. 다만 표지어구가 '대통령령'이므로 법형식은 대통령령으로 표기함."
P03114,대통령령으로 정하는,판단불가,대통령령,4,문장이 '대통령령으로 정하는'으로 미완성되어 있어 전체 문맥 없이 위임인지 인용인지 단정할 수 없음 — 다만 문언 자체는 대통령령을 지정하고 있으므로 L2는 대통령령으로 표기함.
P03115,대통령령으로 정하는,판단불가,대통령령,3,문장이 '대통령령으로 정하는'으로 불완전한 구절이라 맥락 없이 전체 위임인지 인용인지 판단불가하나 명시적 법형식은 '대통령령'이다.
P03116,필요한 사항은 교육부령으로 정한다,위임,부령,5,문장이 종결형으로 '필요한 사항은 교육부령으로 정한다'라며 규율권한을 하위규범(교육부령)으로 넘기고 있어 포괄적 위임에 해당함. '교육부령'이 표지어구와 일치하므로 법형식은 부령으로 표기함.
P03117,대통령령으로 정하는 자격이,위임,대통령령,4,문장이 '대통령령으로 정하는 자격이'로 끝나 규율권한을 대통령령에 일부 위임하는 표현이므로 위임으로 본다. (문장이 일부만 제시되어도 형식상 위임으로 판단됨)
P03118,각급학교의 장은 대통령령으로 정하는 기준에 따라,위임,대통령령,5,문장이 '각급학교의 장은 대통령령으로 정하는 기준에 따라'라고 규율권한을 대통령령에 넘기며 그 법형식을 대통령령으로 명시하고 있다.
P03119,지원하기 위하여 대통령령으로 정하는 바에 따라,위임,대통령령,5,문장이 '대통령령으로 정하는 바에 따라'로 규율권한을 대통령령에 넘기며 요건 등을 위임하는 표현이다.
P03120,필요한 사항은 대통령령으로 정한다,위임,대통령령,5,'필요한 사항은 대통령령으로 정한다'는 문말 종결형으로 규율권한을 하위법인 대통령령에 넘기므로 위임이다.
P03121,대통령령으로 정하는,위임,대통령령,5,문장이 '대통령령으로 정하는' 형태로 규율권한의 일부를 하위 규범(대통령령)에 위임하는 표현이다.
P03122,대통령령으로 정한다,위임,대통령령,5,"문장이 종결형 '대통령령으로 정한다'로 하위규범에 규율권한을 넘기므로 위임이며, 지정된 법형식은 대통령령이다."
P03123,대통령령으로 정한다,위임,대통령령,5,종결형 문장 '대통령령으로 정한다'로 규율권한을 하위 규범인 대통령령에 넘긴다.
P03124,필요한 사항은 대통령령으로 정한다,위임,대통령령,5,종결형 '필요한 사항은 대통령령으로 정한다'로 규율권한을 하위 규범인 대통령령에 부여한다.
P03125,배치기준은 대통령령으로 정한다,위임,대통령령,5,문장이 종결형으로 '배치기준은 대통령령으로 정한다'라며 규율권한을 대통령령에 넘기고 있으므로 위임이다.
P03126,사항은 대통령령으로,판단불가,대통령령,4,문장이 단편적('사항은 대통령령으로')이고 맥락 없이 완결되지 않아 규율권한 이전인지 인용인지 확정 불가하나 표지어구에 '대통령령'이 있어 법형식은 대통령령으로 판정함.
P03127,사항은 대통령령으로,판단불가,대통령령,3,문장이 불완전하여 '사항은 대통령령으로'만으로는 위임인지 인용인지 판정할 수 없으나 표지어구에 '대통령령'이 있어 형식은 대통령령으로 지정되어 있다.
P03128,사항은 대통령령으로,판단불가,대통령령,3,문장이 불완전하여 맥락 상 규율권한을 넘기는지(위임) 또는 단순 언급인지 판단 불가하나 표지어구에 '대통령령'이 있어 법형식은 대통령령으로 보인다.
P03129,사항은 대통령령으로,위임,대통령령,5,문장이 '사항은 대통령령으로'라고 규율권한을 대통령령에 넘기는 종결형 위임 표현이며 표지어구도 대통령령임.
P03130,사항은 대통령령으로,판단불가,대통령령,3,문장이 '사항은 대통령령으로'로 불완전하여 맥락 없이 위임인지 인용인지 명확하지 않으나 표지어구가 '대통령령'으로 제시되어 형식은 대통령령으로 지정되어 있다.
P03131,사항은 대통령령으로,판단불가,대통령령,3,문장이 불완전하게 잘려 있어 규율권한 양도(위임)인지 단순 언급(인용)인지 판단 불가하나 표지어구에 '대통령령'이 있어 법형식은 대통령령으로 추정됨.
P03132,사항은 대통령령으로,위임,대통령령,4,문장이 '사항은 대통령령으로'처럼 대통령령에 규율권한을 넘기는 종결형 위임 표현으로 보인다.
P03133,교육부령으로 정하는,위임,부령,4,문장이 '교육부령으로 정하는'으로 끝나며 규율권한을 하위규범(부령)에 넘기고 있다.
P03134,교육부령으로,판단불가,미특정,3,문장이 불완전하여 맥락 없이 판단 불가함. '교육부령으로'만으로는 위임인지 인용인지 특정 규율 권한 명시가 없어 형식도 명확치 않음(다만 기관 명시로 미특정 처리).
P03135,교육부령으로,판단불가,미특정,3,문장이 '교육부령으로'로 불완전하게 잘려 있어 위임인지 인용인지 문맥 없이 판단 불가. 표지어구만으로는 형식을 특정했으나 문장이 완결되지 않아 권한 이전 여부를 단정할 수 없음.
P03136,대통령령으로 정한다,위임,대통령령,5,단문 '대통령령으로 정한다'는 규율권한을 하위규범인 대통령령에 넘기는 전형적 위임 문언이다.
P03137,"⑦ 제6항의 생활지도원과 간호사 또는 간호조무사의 배치기준은 국립학교의 경우 교육부령으로, 공립 및 사립 학교의 경우에는 시·도 교육규칙으로 각각 정한다.",위임,교육규칙,5,"문장이 생활지도원 등 배치기준을 법정 형식으로 정하도록 규율권한을 하위 규범(교육부령, 시·도 교육규칙)에 넘기고 있으므로 포괄위임에 해당하며, 두 법형식이 병기되어 있어 '|'로 연결한다."
P03138,"⑦ 제6항의 생활지도원과 간호사 또는 간호조무사의 배치기준은 국립학교의 경우 교육부령으로, 공립 및 사립 학교의 경우에는 시·도 교육규칙으로 각각 정한다.",위임,교육규칙,5,문장이 규율권한을 특정 법형식(교육부령·시·도 교육규칙)으로 나누어 정하도록 위임하는 내용이며 두 법형식을 병기하고 있어 '|'로 연결한다.
P03139,"⑦ 제6항의 생활지도원과 간호사 또는 간호조무사의 배치기준은 국립학교의 경우 교육부령으로, 공립 및 사립 학교의 경우에는 시·도 교육규칙으로 각각 정한다.",위임,교육규칙,5,"문장이 '정한다'로 규율권한을 하위 규범(교육부령과 시·도 교육규칙)에게 넘기므로 위임이며, 두 법형식이 병기되어 있어 '|'로 연결함."
P03140,"⑦ 제6항의 생활지도원과 간호사 또는 간호조무사의 배치기준은 국립학교의 경우 교육부령으로, 공립 및 사립 학교의 경우에는 시·도 교육규칙으로 각각 정한다.",위임,교육규칙,5,"문장이 생활지도원 등 배치기준을 상위조문에서 하위규범(교육부령 및 시·도 교육규칙)으로 정하도록 명시하여 규율권한을 넘기고 있으며, 두 법형식을 병기하고 있다."
P03141,"⑦ 제6항의 생활지도원과 간호사 또는 간호조무사의 배치기준은 국립학교의 경우 교육부령으로, 공립 및 사립 학교의 경우에는 시·도 교육규칙으로 각각 정한다.",위임,교육규칙,5,"문장이 생활지도원·간호사 등 배치기준을 특정 법형식으로 정하도록 규정하여 규율권한을 하위 규범(교육부령, 시·도 교육규칙)에 위임한다."
P03142,"⑦ 제6항의 생활지도원과 간호사 또는 간호조무사의 배치기준은 국립학교의 경우 교육부령으로, 공립 및 사립 학교의 경우에는 시·도 교육규칙으로 각각 정한다.",위임,교육규칙,5,문장이 생활지도원·간호사 등의 배치기준을 각각의 하위법령(교육부령·시·도 교육규칙)으로 정하도록 명시해 규율권한을 하위 규범에 넘긴다. 두 법형식이 병기되어 있어 '|'로 연결함.
P03143,"⑦ 제6항의 생활지도원과 간호사 또는 간호조무사의 배치기준은 국립학교의 경우 교육부령으로, 공립 및 사립 학교의 경우에는 시·도 교육규칙으로 각각 정한다.",위임,교육규칙,5,"문장이 생활지도원·간호사 등의 배치기준을 상위법이 아닌 하위법령(교육부령과 시·도 교육규칙)에 맡겨 규율권한을 넘기고 있어 위임이며, 법형식으로 대통령령이 아니라 교육부령(교육부령으로)과 교육규칙(시·도 교육규칙)이 병기되어 있어 '교육부령|교육규칙'로 표시함."
P03144,"⑦ 제6항의 생활지도원과 간호사 또는 간호조무사의 배치기준은 국립학교의 경우 교육부령으로, 공립 및 사립 학교의 경우에는 시·도 교육규칙으로 각각 정한다.",위임,교육규칙,5,"문장이 생활지도원·간호사 등의 배치기준을 각 행정주체의 하위규범(교육부령, 시·도 교육규칙)으로 정하도록 규율권한을 넘기므로 위임이며, 문언상 교육부령과 시·도 교육규칙이 병기되어 있어 두 형식을 '|'로 연결함."
